,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,0,Shareef Abdur-Rahim,C,30.0,SAC,80.0,45.0,25.2,3.9,8.2,0.474,0.0,0.3,0.15,3.8,7.9,0.484,0.47600000000000003,2.1,2.9,0.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,3.0,9.9
1,1,Hassan Adams,SG,22.0,NJN,61.0,8.0,8.1,1.2,2.2,0.556,0.0,0.0,0.0,1.2,2.2,0.56,0.556,0.4,0.6,0.667,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.8,2.9
2,2,Maurice Ager,SG,22.0,DAL,32.0,1.0,6.7,0.7,2.2,0.314,0.2,0.5,0.33299999999999996,0.5,1.7,0.309,0.35,0.6,1.0,0.606,0.0,0.6,0.7,0.2,0.1,0.1,0.5,0.8,2.2
3,3,LaMarcus Aldridge,C,21.0,POR,63.0,22.0,22.1,3.8,7.6,0.503,0.0,0.0,0.0,3.8,7.6,0.505,0.503,1.3,1.8,0.722,2.3,2.7,5.0,0.4,0.3,1.2,0.7,3.0,9.0
4,4,Malik Allen,PF,28.0,CHI,60.0,1.0,10.6,1.8,4.3,0.415,0.0,0.0,0.0,1.8,4.3,0.41600000000000004,0.415,0.5,0.6,0.8240000000000001,0.7,1.3,2.0,0.3,0.3,0.3,0.4,1.4,4.0
5,5,Ray Allen*,SG,31.0,SEA,55.0,55.0,40.3,9.2,21.0,0.43799999999999994,3.0,8.1,0.3720000000000001,6.2,12.9,0.479,0.51,5.1,5.6,0.903,1.0,3.5,4.5,4.1,1.5,0.2,2.8,2.1,26.4
6,6,Tony Allen,SG,25.0,BOS,33.0,18.0,24.4,4.0,7.8,0.514,0.2,1.0,0.242,3.8,6.8,0.5529999999999999,0.529,3.2,4.1,0.784,1.1,2.7,3.8,1.7,1.5,0.4,2.3,2.6,11.5
7,7,Rafer Alston,PG,30.0,HOU,82.0,82.0,37.1,4.7,12.4,0.375,2.3,6.5,0.363,2.3,6.0,0.389,0.47,1.6,2.2,0.7340000000000001,0.4,3.1,3.4,5.4,1.6,0.1,2.1,2.4,13.3
8,8,Lou Amundson,PF,24.0,TOT,11.0,0.0,8.1,0.5,1.4,0.4,0.0,0.0,0.0,0.5,1.4,0.4,0.4,0.4,0.9,0.4,1.2,1.4,2.5,0.1,0.1,0.7,0.5,1.4,1.5
9,9,Alan Anderson,SG,24.0,CHA,17.0,0.0,15.1,2.2,4.8,0.457,0.3,1.2,0.25,1.9,3.6,0.525,0.488,1.1,1.4,0.826,0.6,1.2,1.9,1.2,0.4,0.0,1.3,1.9,5.8
10,10,Derek Anderson,SF,32.0,CHA,50.0,32.0,23.8,2.5,5.9,0.429,1.1,3.0,0.355,1.4,2.8,0.507,0.52,1.9,2.1,0.877,0.6,1.7,2.3,2.7,1.0,0.1,1.1,2.3,8.0
11,11,Carmelo Anthony,SF,22.0,DEN,65.0,65.0,38.2,10.6,22.4,0.47600000000000003,0.6,2.3,0.268,10.0,20.1,0.499,0.489,7.1,8.7,0.8079999999999999,2.2,3.8,6.0,3.8,1.2,0.4,3.6,3.1,28.9
12,12,Rafael Araújo,C,26.0,UTA,28.0,0.0,8.9,1.0,2.3,0.415,0.0,0.0,0.0,1.0,2.3,0.415,0.415,0.6,1.0,0.621,0.8,1.6,2.4,0.4,0.2,0.1,0.6,1.4,2.6
13,13,Gilbert Arenas,PG,25.0,WAS,74.0,73.0,39.8,8.7,20.9,0.418,2.8,7.9,0.35100000000000003,6.0,13.0,0.45899999999999996,0.484,8.2,9.7,0.8440000000000001,0.8,3.7,4.6,6.0,1.9,0.2,3.2,3.4,28.4
14,14,Trevor Ariza,SG,21.0,ORL,57.0,7.0,22.4,3.5,6.5,0.539,0.0,0.1,0.0,3.5,6.4,0.5489999999999999,0.539,1.9,3.0,0.62,1.7,2.6,4.4,1.1,1.0,0.3,1.5,2.4,8.9
15,15,Darrell Armstrong,PG,38.0,IND,81.0,4.0,15.7,1.9,4.7,0.414,0.9,2.6,0.336,1.0,2.0,0.515,0.509,0.9,1.1,0.785,0.4,1.2,1.7,2.4,0.9,0.1,0.9,1.3,5.6
16,16,Hilton Armstrong,C,22.0,NOK,56.0,5.0,11.3,1.2,2.2,0.544,0.0,0.0,0.0,1.2,2.2,0.544,0.544,0.7,1.2,0.597,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1
17,17,Carlos Arroyo,PG,27.0,ORL,72.0,5.0,18.1,2.8,6.6,0.425,0.2,0.7,0.275,2.6,5.9,0.44299999999999995,0.439,1.8,2.3,0.795,0.4,1.4,1.9,2.8,0.5,0.0,1.3,1.8,7.7
18,18,Chucky Atkins,PG,32.0,MEM,75.0,23.0,27.5,4.1,9.5,0.434,1.5,4.1,0.379,2.6,5.5,0.474,0.515,3.4,4.1,0.81,0.2,1.6,1.9,4.6,0.7,0.1,1.7,1.8,13.2
19,19,James Augustine,PF,22.0,ORL,2.0,0.0,3.5,0.5,1.5,0.33299999999999996,0.0,0.0,0.0,0.5,1.5,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0
20,20,Kelenna Azubuike,SG,23.0,GSW,41.0,9.0,16.3,2.4,5.4,0.445,0.8,1.9,0.43,1.6,3.4,0.45399999999999996,0.523,1.5,1.9,0.782,0.6,1.7,2.3,0.7,0.5,0.2,1.0,1.2,7.1
21,21,Renaldo Balkman,SF,22.0,NYK,68.0,1.0,15.6,2.0,4.0,0.505,0.1,0.4,0.185,2.0,3.6,0.54,0.515,0.8,1.3,0.5670000000000001,1.4,2.9,4.3,0.6,0.8,0.6,0.7,2.1,4.9
22,22,Marcus Banks,PG,25.0,PHO,45.0,1.0,11.2,1.9,4.4,0.429,0.1,0.6,0.172,1.8,3.7,0.473,0.441,1.1,1.3,0.8,0.2,0.6,0.8,1.3,0.5,0.1,0.9,1.6,4.9
23,23,Leandro Barbosa,SG,24.0,PHO,80.0,18.0,32.7,6.6,13.9,0.47600000000000003,2.4,5.5,0.434,4.2,8.4,0.504,0.562,2.5,2.9,0.845,0.3,2.4,2.7,4.0,1.2,0.2,1.8,2.6,18.1
24,24,J.J. Barea,PG,22.0,DAL,33.0,1.0,5.8,0.8,2.4,0.359,0.2,0.6,0.28600000000000003,0.7,1.7,0.386,0.397,0.5,0.7,0.667,0.2,0.5,0.8,0.7,0.0,0.0,0.4,0.6,2.4
25,25,Andrea Bargnani,PF,21.0,TOR,65.0,2.0,25.1,4.1,9.6,0.4270000000000001,1.5,4.1,0.373,2.6,5.5,0.46799999999999997,0.507,1.8,2.2,0.8240000000000001,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8,11.6
26,26,Matt Barnes,PF,26.0,GSW,76.0,23.0,23.9,3.6,8.3,0.43799999999999994,1.4,3.8,0.366,2.2,4.4,0.5,0.522,1.2,1.6,0.732,1.2,3.4,4.6,2.1,1.0,0.5,1.4,2.5,9.8
27,27,Andre Barrett,PG,24.0,CHI,6.0,0.0,4.8,0.7,1.3,0.5,0.0,0.0,0.0,0.7,1.3,0.5,0.5,0.0,0.0,0.0,0.2,0.7,0.8,1.2,0.0,0.0,0.7,0.7,1.3
28,28,Earl Barron,C,25.0,MIA,28.0,0.0,7.3,0.9,3.0,0.289,0.0,0.0,0.0,0.9,2.9,0.293,0.289,0.6,0.6,0.9440000000000001,0.7,0.8,1.5,0.2,0.2,0.1,0.4,0.8,2.3
29,29,Brent Barry,SG,35.0,SAS,75.0,28.0,21.7,2.7,5.7,0.475,1.7,3.8,0.446,1.0,1.8,0.536,0.626,1.4,1.6,0.88,0.2,1.9,2.1,1.8,0.7,0.2,0.8,1.2,8.5
30,30,Brandon Bass,PF,21.0,NOK,21.0,3.0,7.7,0.7,2.1,0.341,0.0,0.0,0.0,0.7,2.0,0.349,0.341,0.6,0.8,0.75,0.6,1.4,2.0,0.1,0.1,0.1,0.5,0.8,2.0
31,31,Maceo Baston,PF,31.0,IND,47.0,2.0,8.6,1.0,1.6,0.645,0.1,0.1,0.429,1.0,1.5,0.667,0.664,0.8,1.0,0.787,0.4,1.1,1.6,0.3,0.3,0.4,0.7,1.4,2.9
32,32,Esteban Batista,PF,23.0,ATL,13.0,0.0,6.2,0.6,1.2,0.5,0.0,0.0,0.0,0.6,1.2,0.5,0.5,0.3,0.5,0.5710000000000001,0.5,1.8,2.3,0.3,0.2,0.0,0.3,1.0,1.5
33,33,Tony Battie,PF,30.0,ORL,66.0,66.0,23.9,2.7,5.5,0.489,0.0,0.0,0.0,2.7,5.4,0.49,0.489,0.8,1.2,0.675,1.4,3.8,5.2,0.5,0.4,0.5,0.9,2.8,6.1
34,34,Shane Battier,SF,28.0,HOU,82.0,82.0,36.4,3.6,8.0,0.446,1.9,4.5,0.42100000000000004,1.6,3.4,0.48,0.5670000000000001,1.1,1.4,0.779,0.8,3.3,4.1,2.1,1.0,0.7,0.9,2.3,10.1
35,35,Charlie Bell,SG,27.0,MIL,82.0,64.0,34.7,5.2,11.9,0.4370000000000001,1.5,4.4,0.35200000000000004,3.6,7.5,0.488,0.503,1.6,2.0,0.78,0.7,2.2,2.9,3.0,1.2,0.0,1.3,2.6,13.5
36,36,Raja Bell,SG,30.0,PHO,78.0,78.0,37.4,5.3,12.2,0.4320000000000001,2.6,6.4,0.413,2.6,5.8,0.452,0.539,1.5,1.9,0.7759999999999999,0.6,2.6,3.2,2.5,0.6,0.3,1.1,3.0,14.7
37,37,Mike Bibby,PG,28.0,SAC,82.0,82.0,34.0,5.7,14.2,0.40399999999999997,2.1,5.9,0.36,3.6,8.4,0.435,0.478,3.5,4.2,0.83,0.5,2.7,3.2,4.7,1.1,0.1,2.4,1.7,17.1
38,38,Andris Biedriņš,C,20.0,GSW,82.0,63.0,29.0,4.2,7.1,0.599,0.0,0.0,0.0,4.2,7.1,0.599,0.599,1.1,2.0,0.521,3.1,6.2,9.3,1.1,0.8,1.7,1.5,3.7,9.5
39,39,Chauncey Billups,PG,30.0,DET,70.0,70.0,36.2,5.0,11.6,0.4270000000000001,1.6,4.5,0.345,3.4,7.1,0.479,0.494,5.5,6.2,0.883,0.3,3.1,3.4,7.2,1.2,0.2,2.0,2.3,17.0
40,40,Steve Blake,PG,26.0,TOT,82.0,42.0,27.1,2.5,6.2,0.41100000000000003,0.8,2.5,0.322,1.7,3.7,0.47200000000000003,0.47600000000000003,0.5,0.8,0.672,0.3,1.8,2.1,5.0,0.7,0.1,1.6,1.5,6.4
41,41,Will Blalock,PG,23.0,DET,14.0,0.0,11.9,0.6,2.1,0.3,0.1,0.4,0.2,0.6,1.8,0.32,0.317,0.4,0.4,1.0,0.4,0.6,1.1,1.2,0.4,0.0,0.9,0.6,1.8
42,42,Andray Blatche,PF,20.0,WAS,56.0,13.0,12.2,1.5,3.5,0.4370000000000001,0.1,0.5,0.14800000000000002,1.5,3.0,0.48200000000000004,0.447,0.5,0.9,0.612,1.4,2.0,3.4,0.7,0.3,0.6,0.9,1.7,3.7
43,43,Mark Blount,C,31.0,MIN,82.0,81.0,31.0,5.2,10.2,0.509,0.1,0.4,0.29,5.1,9.9,0.517,0.514,1.8,2.4,0.754,1.7,4.5,6.2,0.8,0.5,0.7,1.9,2.9,12.3
44,44,Keith Bogans,SG,26.0,ORL,59.0,18.0,16.8,1.7,4.2,0.40399999999999997,0.9,2.3,0.387,0.8,1.8,0.426,0.512,0.8,1.1,0.746,0.3,1.3,1.6,1.0,0.5,0.0,0.8,1.7,5.1
45,45,Andrew Bogut,C,22.0,MIL,66.0,66.0,34.2,5.3,9.5,0.5529999999999999,0.0,0.1,0.2,5.3,9.5,0.556,0.5539999999999999,1.7,2.9,0.5770000000000001,2.5,6.3,8.8,3.0,0.7,0.5,2.3,3.3,12.3
46,46,Matt Bonner,PF,26.0,SAS,56.0,0.0,11.7,1.9,4.2,0.447,0.6,1.7,0.38299999999999995,1.3,2.6,0.49,0.523,0.5,0.7,0.711,1.1,1.6,2.8,0.4,0.3,0.2,0.4,1.2,4.9
47,47,Josh Boone,PF,22.0,NJN,61.0,0.0,11.0,1.6,2.8,0.579,0.0,0.0,0.0,1.6,2.8,0.579,0.579,0.9,1.7,0.544,1.0,1.8,2.9,0.2,0.2,0.3,0.5,1.5,4.2
48,48,Calvin Booth,C,30.0,WAS,44.0,1.0,8.6,0.7,1.5,0.47,0.0,0.0,0.5,0.7,1.5,0.469,0.47700000000000004,0.1,0.2,0.6,0.6,1.2,1.8,0.4,0.1,0.7,0.2,1.6,1.6
49,49,Carlos Boozer,PF,25.0,UTA,74.0,74.0,34.6,8.7,15.6,0.561,0.0,0.0,0.0,8.7,15.6,0.561,0.561,3.4,5.0,0.685,3.2,8.5,11.7,3.0,0.9,0.3,2.6,2.9,20.9
50,50,Chris Bosh,C,22.0,TOR,69.0,69.0,38.5,7.9,15.9,0.496,0.2,0.5,0.34299999999999997,7.7,15.3,0.501,0.502,6.7,8.6,0.785,2.7,8.0,10.7,2.5,0.6,1.3,2.6,2.4,22.6
51,51,Bruce Bowen,SF,35.0,SAS,82.0,82.0,30.0,2.3,5.7,0.405,1.1,2.8,0.384,1.2,2.9,0.426,0.5,0.5,0.9,0.589,0.3,2.4,2.7,1.4,0.8,0.3,0.8,2.1,6.2
52,52,Earl Boykins,PG,30.0,TOT,66.0,23.0,30.8,4.9,11.7,0.42,1.4,3.6,0.397,3.5,8.0,0.43,0.48200000000000004,3.3,3.7,0.898,0.7,1.4,2.1,4.4,0.8,0.0,1.8,1.4,14.6
53,53,Cedric Bozeman,SG,23.0,ATL,23.0,5.0,8.7,0.5,1.7,0.282,0.1,0.6,0.154,0.4,1.1,0.34600000000000003,0.308,0.1,0.3,0.33299999999999996,0.1,0.9,1.0,0.4,0.2,0.1,0.4,1.4,1.1
54,54,Elton Brand,PF,27.0,LAC,80.0,80.0,38.5,8.1,15.1,0.5329999999999999,0.0,0.0,1.0,8.1,15.1,0.532,0.5329999999999999,4.4,5.8,0.7609999999999999,3.4,6.0,9.3,2.9,1.0,2.2,2.5,3.0,20.5
55,55,Ronnie Brewer,SG,21.0,UTA,56.0,14.0,12.1,1.8,3.4,0.528,0.0,0.2,0.0,1.8,3.3,0.5539999999999999,0.528,1.0,1.5,0.675,0.7,0.7,1.3,0.4,0.7,0.1,0.4,0.8,4.6
56,56,Primož Brezec,C,27.0,CHA,58.0,40.0,14.4,2.1,4.7,0.445,0.0,0.1,0.33299999999999996,2.1,4.7,0.446,0.447,0.7,1.2,0.632,1.4,1.8,3.2,0.4,0.2,0.4,0.7,2.8,5.0
57,57,Andre Brown,PF,25.0,SEA,38.0,0.0,7.1,1.1,1.9,0.568,0.0,0.0,0.0,1.1,1.9,0.575,0.568,0.2,0.4,0.6,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0.7,2.4
58,58,Dee Brown,PG,22.0,UTA,49.0,0.0,9.2,0.7,2.0,0.327,0.1,0.6,0.214,0.5,1.4,0.371,0.35700000000000004,0.5,0.8,0.649,0.2,0.7,0.8,1.7,0.4,0.1,0.6,1.0,1.9
59,59,Devin Brown,SG,28.0,NOK,58.0,49.0,28.7,4.0,9.6,0.42,1.4,3.9,0.35700000000000004,2.6,5.7,0.46299999999999997,0.493,2.1,2.7,0.794,0.9,3.4,4.3,2.6,0.8,0.2,1.6,2.4,11.6
60,60,Kwame Brown,C,24.0,LAL,41.0,28.0,27.6,3.5,5.9,0.591,0.0,0.0,0.0,3.5,5.9,0.593,0.591,1.4,3.3,0.44,2.0,4.0,6.0,1.8,1.0,1.2,1.9,3.0,8.4
61,61,P.J. Brown,PF,37.0,CHI,72.0,49.0,20.2,2.4,5.8,0.40700000000000003,0.0,0.0,0.0,2.4,5.8,0.409,0.40700000000000003,1.3,1.7,0.787,1.8,3.0,4.8,0.7,0.3,0.7,1.2,2.6,6.1
62,62,Shannon Brown,SG,21.0,CLE,23.0,5.0,8.8,1.2,3.2,0.37799999999999995,0.3,1.1,0.28,0.9,2.1,0.429,0.426,0.4,0.6,0.7140000000000001,0.3,0.7,0.9,0.4,0.3,0.1,0.6,1.0,3.2
63,63,Kobe Bryant*,SG,28.0,LAL,77.0,77.0,40.8,10.6,22.8,0.46299999999999997,1.8,5.2,0.344,8.8,17.6,0.4970000000000001,0.502,8.7,10.0,0.868,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6
64,64,Greg Buckner,SG,30.0,DAL,76.0,11.0,18.1,1.6,3.9,0.41100000000000003,0.4,1.4,0.311,1.2,2.6,0.46399999999999997,0.465,0.4,0.4,0.794,0.5,1.6,2.1,0.9,0.6,0.1,0.5,2.0,4.0
65,65,Pat Burke,C,33.0,PHO,23.0,0.0,7.1,1.0,2.8,0.354,0.3,1.0,0.273,0.7,1.9,0.395,0.4,0.3,0.6,0.615,0.5,1.5,2.0,0.2,0.1,0.1,0.3,0.8,2.6
66,66,Caron Butler,SF,26.0,WAS,63.0,63.0,39.3,7.2,15.5,0.46299999999999997,0.3,1.1,0.25,6.9,14.3,0.48,0.47200000000000003,4.5,5.2,0.863,2.3,5.1,7.4,3.7,2.1,0.3,2.9,3.0,19.1
67,67,Jackie Butler,C,21.0,SAS,11.0,2.0,9.4,1.5,3.2,0.457,0.0,0.0,0.0,1.5,3.2,0.457,0.457,0.8,0.9,0.9,0.5,1.5,2.0,0.5,0.2,0.0,0.9,1.5,3.7
68,68,Rasual Butler,SF,27.0,NOK,81.0,38.0,27.4,3.9,9.7,0.39799999999999996,1.7,4.5,0.369,2.2,5.2,0.424,0.484,0.7,1.1,0.644,0.5,2.6,3.2,0.8,0.5,0.7,0.8,1.8,10.1
69,69,Andrew Bynum,C,19.0,LAL,82.0,53.0,21.9,3.0,5.4,0.5579999999999999,0.0,0.0,0.0,3.0,5.4,0.561,0.5579999999999999,1.7,2.6,0.6679999999999999,1.7,4.2,5.9,1.1,0.1,1.6,1.4,3.0,7.8
70,70,José Calderón,PG,25.0,TOR,77.0,11.0,21.0,3.4,6.6,0.521,0.3,1.0,0.33299999999999996,3.1,5.6,0.5529999999999999,0.546,1.5,1.9,0.818,0.3,1.5,1.7,5.0,0.8,0.1,1.4,1.8,8.7
71,71,Marcus Camby,C,32.0,DEN,70.0,70.0,33.8,4.5,9.4,0.473,0.0,0.0,0.0,4.5,9.4,0.475,0.473,2.3,3.2,0.7290000000000001,2.3,9.3,11.7,3.2,1.2,3.3,1.7,2.6,11.2
72,72,Brian Cardinal,PF,29.0,MEM,28.0,1.0,11.2,1.5,3.0,0.494,0.6,1.6,0.409,0.9,1.5,0.585,0.6,0.9,1.0,0.9259999999999999,0.5,1.6,2.1,1.1,0.8,0.0,0.8,1.5,4.5
73,73,Rodney Carney,SF,22.0,PHI,67.0,35.0,17.4,2.7,5.9,0.46399999999999997,0.4,1.1,0.34700000000000003,2.3,4.8,0.491,0.496,0.8,1.3,0.609,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.8,6.6
74,74,Matt Carroll,SG,26.0,CHA,72.0,47.0,26.1,4.0,9.1,0.433,1.5,3.7,0.41600000000000004,2.4,5.4,0.445,0.517,2.6,2.9,0.904,0.5,2.4,2.9,1.3,0.7,0.1,1.0,2.4,12.1
75,75,Anthony Carter,PG,31.0,DEN,2.0,0.0,18.5,1.5,4.0,0.375,0.0,1.0,0.0,1.5,3.0,0.5,0.375,0.0,0.0,0.0,0.0,1.5,1.5,5.5,0.0,0.5,3.0,2.0,3.0
76,76,Vince Carter,SG,30.0,NJN,82.0,82.0,38.1,8.9,19.5,0.45399999999999996,1.9,5.3,0.35700000000000004,7.0,14.2,0.491,0.503,5.6,7.0,0.802,1.4,4.6,6.0,4.8,1.0,0.4,2.6,3.2,25.2
77,77,Sam Cassell,PG,37.0,LAC,58.0,30.0,24.3,4.5,10.8,0.418,0.6,1.9,0.294,3.9,8.9,0.444,0.44299999999999995,2.8,3.1,0.879,0.5,2.4,2.9,4.7,0.5,0.1,1.7,2.2,12.3
78,78,Kelvin Cato,C,32.0,NYK,18.0,0.0,5.3,0.4,1.2,0.318,0.0,0.0,0.0,0.4,1.2,0.318,0.318,0.4,0.7,0.667,0.7,1.1,1.7,0.0,0.2,0.6,0.3,0.6,1.2
79,79,Tyson Chandler,C,24.0,NOK,73.0,73.0,34.6,4.0,6.4,0.624,0.0,0.0,0.0,4.0,6.4,0.625,0.624,1.5,2.8,0.527,4.4,8.0,12.4,0.9,0.5,1.8,1.7,3.3,9.5
80,80,Josh Childress,SG,23.0,ATL,55.0,13.0,36.8,4.7,9.4,0.504,0.5,1.4,0.33799999999999997,4.3,8.0,0.5329999999999999,0.529,3.0,3.8,0.795,2.2,3.9,6.2,2.3,1.1,0.7,1.5,2.1,13.0
81,81,Doug Christie,SG,36.0,LAC,7.0,0.0,11.7,0.7,2.4,0.294,0.1,0.9,0.16699999999999998,0.6,1.6,0.364,0.324,0.3,0.4,0.667,0.4,1.1,1.6,1.1,0.4,0.1,0.7,1.6,1.9
82,82,Speedy Claxton,PG,28.0,ATL,42.0,31.0,25.1,2.2,6.6,0.327,0.1,0.7,0.214,2.0,6.0,0.34,0.33799999999999997,0.8,1.4,0.55,0.3,1.6,1.9,4.4,1.7,0.1,1.8,3.1,5.3
83,83,Jarron Collins,C,28.0,UTA,82.0,9.0,11.1,0.9,2.1,0.441,0.0,0.0,0.0,0.9,2.1,0.441,0.441,0.7,1.0,0.6509999999999999,0.9,1.2,2.1,0.7,0.2,0.1,0.5,1.8,2.5
84,84,Jason Collins,PF,28.0,NJN,80.0,78.0,23.1,0.7,1.9,0.364,0.0,0.0,0.0,0.7,1.9,0.369,0.364,0.7,1.6,0.465,1.1,2.8,4.0,0.6,0.5,0.5,0.9,3.4,2.1
85,85,Mardy Collins,SF,22.0,NYK,52.0,9.0,14.9,1.7,4.4,0.382,0.3,0.9,0.27699999999999997,1.4,3.5,0.409,0.41,0.9,1.6,0.585,0.5,1.5,2.0,1.6,0.6,0.1,1.1,1.4,4.5
86,86,Nick Collison,C,26.0,SEA,82.0,56.0,29.0,3.9,7.8,0.5,0.0,0.0,0.0,3.9,7.7,0.502,0.5,1.9,2.4,0.774,2.8,5.3,8.1,1.0,0.6,0.8,1.5,3.5,9.6
87,87,Will Conroy,PG-SG,24.0,TOT,7.0,0.0,7.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.6,1.0,1.3,0.0,0.0,0.3,1.0,0.0
88,88,Brian Cook,PF,26.0,LAL,65.0,24.0,15.7,2.8,6.3,0.45299999999999996,0.7,1.8,0.4,2.1,4.5,0.474,0.51,0.5,0.7,0.723,0.9,2.4,3.3,1.0,0.4,0.4,0.8,2.1,6.9
89,89,Jamal Crawford,SG,26.0,NYK,59.0,36.0,37.3,6.0,15.0,0.4,1.7,5.5,0.32,4.3,9.6,0.445,0.45799999999999996,3.9,4.6,0.838,0.7,2.5,3.2,4.4,1.0,0.1,2.7,1.9,17.6
90,90,Austin Croshere,PF,31.0,DAL,61.0,2.0,11.9,1.3,3.6,0.35100000000000003,0.4,1.5,0.28600000000000003,0.9,2.1,0.397,0.41,0.7,0.9,0.865,0.5,2.5,3.0,0.7,0.2,0.1,0.5,1.1,3.7
91,91,Eddy Curry,C,24.0,NYK,81.0,81.0,35.2,7.2,12.5,0.5760000000000001,0.0,0.0,1.0,7.2,12.5,0.575,0.5760000000000001,5.0,8.1,0.615,2.4,4.6,7.0,0.8,0.4,0.5,3.6,3.3,19.5
